id,dt_avaliacao,tb_candidato_id,tb_equipe_admissoes_id,tb_tipo_avaliacao_id
81,2021-04-02,81,3,2
82,2023-03-21,82,9,1
83,2023-05-16,83,8,3
84,2022-02-02,84,5,1
85,2022-03-14,85,6,2
86,2023-11-01,86,4,3
87,2023-01-06,87,5,4
88,2020-02-28,88,7,4
89,2023-01-22,89,9,1
90,2020-09-26,90,4,2
91,2022-06-13,91,4,3
92,2022-09-15,92,5,3
93,2022-08-24,93,8,2
94,2021-05-05,94,9,4
95,2022-06-13,95,2,3
96,2020-01-27,96,1,3
97,2018-11-14,97,6,1
98,2020-01-08,98,9,2
99,2021-12-21,99,7,4
100,2023-03-29,100,6,1
101,2020-04-17,101,6,4
102,2022-01-22,102,9,1
103,2021-05-06,103,2,3
104,2020-09-06,104,8,4
105,2019-05-24,105,2,4
106,2023-04-20,106,9,1
107,2020-09-08,107,3,3
108,2020-04-29,108,7,4
109,2023-06-24,109,1,4
110,2019-10-25,110,5,4
111,2020-01-07,111,2,3
112,2020-07-01,112,6,2
113,2019-05-04,113,1,4
114,2019-12-26,114,2,4
115,2020-07-09,115,1,1
116,2020-02-05,116,10,1
117,2018-11-19,117,7,2
118,2021-07-02,118,2,2
119,2019-08-31,119,3,2
120,2019-05-24,120,8,2
121,2022-01-23,121,4,2
122,2018-12-12,122,2,1
123,2019-09-13,123,8,3
124,2023-04-16,124,8,2
125,2021-01-03,125,6,4
126,2022-05-04,126,4,3
127,2021-02-13,127,7,3
128,2023-01-05,128,4,1
129,2020-04-04,129,6,2
130,2020-08-28,130,8,4
131,2023-08-14,131,7,4
132,2022-10-17,132,10,1
133,2021-10-29,133,3,4
134,2019-02-05,134,7,2
135,2023-05-01,135,2,3
136,2020-03-27,136,7,3
137,2022-11-28,137,8,2
138,2022-05-09,138,8,2
139,2023-04-08,139,9,4
140,2019-09-04,140,10,1
141,2022-09-26,141,8,4
142,2020-04-24,142,5,1
143,2020-05-11,143,10,3
144,2021-10-27,144,7,2
145,2022-11-19,145,4,4
146,2022-10-21,146,8,1
147,2021-08-04,147,4,4
148,2021-02-13,148,3,4
149,2021-12-24,149,7,2
150,2023-08-10,150,10,4
151,2021-02-26,151,2,3
152,2023-01-07,152,1,1
153,2020-01-07,153,3,1
154,2022-01-19,154,3,2
155,2020-03-20,155,9,2
156,2023-09-04,156,7,4
157,2019-03-19,157,1,1
158,2021-09-12,158,5,3
159,2020-01-23,159,2,2
160,2019-09-09,160,10,2
161,2023-03-14,161,7,1
162,2022-10-12,162,1,3
163,2022-01-21,163,6,1
164,2023-07-22,164,4,1
165,2020-12-02,165,4,2
166,2019-09-06,166,4,2
167,2022-03-22,167,7,3
168,2019-04-16,168,10,1
169,2023-07-14,169,7,3
170,2020-06-02,170,6,4
171,2022-08-03,171,7,4
172,2019-11-11,172,10,3
173,2022-11-16,173,5,1
174,2020-05-05,174,4,2
175,2019-05-14,175,3,4
176,2022-09-15,176,5,2
177,2020-09-09,177,8,3
178,2020-08-15,178,8,2
179,2022-07-28,179,8,1
180,2020-10-12,180,5,1
181,2023-08-19,181,6,1
182,2023-10-07,182,9,3
183,2020-06-16,183,10,4
184,2019-02-18,184,7,1
185,2021-07-28,185,10,3
186,2020-06-04,186,4,4
187,2020-05-09,187,10,2
188,2020-02-22,188,8,3
189,2023-09-26,189,1,1
190,2023-09-05,190,3,3
191,2020-09-13,191,1,2
192,2022-06-05,192,3,4
193,2020-05-05,193,9,3
194,2019-09-16,194,7,2
195,2022-07-25,195,1,1
196,2021-08-19,196,4,2
197,2023-10-20,197,4,3
198,2019-07-29,198,7,4
199,2021-05-24,199,5,3
200,2020-11-24,200,4,2
201,2023-08-15,201,6,3
202,2023-07-03,202,8,2
203,2020-01-21,203,5,4
204,2020-12-07,204,7,4
205,2020-03-21,205,1,3
206,2021-08-23,206,7,1
207,2021-12-15,207,6,4
208,2020-12-31,208,7,3
209,2023-10-20,209,1,4
210,2023-05-31,210,6,3
211,2020-07-11,211,1,4
212,2021-07-28,212,2,1
213,2023-07-14,213,3,3
214,2021-07-15,214,6,1
215,2021-03-03,215,9,4
216,2022-05-14,216,6,3
217,2019-11-23,217,8,1
218,2023-01-14,218,3,2
219,2022-09-28,219,2,2
220,2023-01-04,220,6,1
221,2020-09-30,221,2,3
222,2020-04-21,222,5,3
223,2022-04-04,223,9,1
224,2021-05-23,224,1,2
225,2020-12-13,225,7,4
226,2018-12-19,226,5,1
227,2023-10-03,227,7,1
228,2021-10-04,228,10,2
229,2021-01-26,229,1,4
230,2021-01-24,230,5,1
231,2023-09-30,231,3,4
232,2023-02-02,232,4,3
233,2019-10-27,233,8,1
234,2020-05-13,234,7,1
235,2022-08-25,235,2,4
236,2023-10-19,236,4,4
237,2022-08-16,237,4,2
238,2018-11-16,238,3,3
239,2020-07-09,239,9,1
240,2023-09-25,240,6,2
241,2020-05-24,241,5,2
242,2022-07-24,242,8,4
243,2019-06-10,243,9,4
244,2020-03-14,244,10,3
245,2019-04-19,245,2,3
246,2021-08-29,246,2,3
247,2020-11-29,247,2,3
248,2022-10-13,248,10,1
249,2023-05-22,249,7,1
250,2023-02-16,250,1,1
251,2019-11-04,251,5,4
252,2020-08-20,252,8,1
253,2023-01-02,253,5,1
254,2021-09-02,254,8,3
255,2020-01-13,255,9,3
256,2023-10-28,256,4,2
257,2023-08-08,257,6,3
258,2023-04-05,258,5,2
259,2020-11-21,259,1,3
260,2020-01-12,260,5,2
261,2020-02-12,261,8,3
262,2019-02-19,262,1,1
263,2019-09-05,263,1,2
264,2019-12-21,264,9,4
265,2021-11-27,265,7,3
266,2022-03-24,266,5,4
267,2019-05-14,267,6,1
268,2023-07-08,268,3,1
269,2020-06-29,269,10,3
270,2020-05-07,270,2,2
271,2019-02-15,271,1,3
272,2019-03-14,272,1,3
273,2021-01-21,273,2,3
274,2023-08-05,274,2,3
275,2023-01-28,275,7,3
276,2022-10-07,276,6,3
277,2023-03-24,277,6,1
278,2023-02-23,278,5,4
279,2023-02-09,279,10,2
280,2023-08-26,280,7,4
281,2022-08-07,281,6,2
282,2021-11-02,282,2,4
283,2020-08-14,283,1,1
284,2022-02-01,284,3,2
285,2023-04-11,285,4,3
286,2021-12-09,286,8,3
287,2020-06-23,287,4,2
288,2020-12-06,288,4,2
289,2023-06-21,289,6,1
290,2022-03-25,290,1,4
291,2019-06-04,291,6,4
292,2019-03-15,292,3,1
293,2020-07-26,293,6,4
294,2019-01-01,294,4,2
295,2021-03-13,295,9,1
296,2021-06-28,296,4,4
297,2020-12-09,297,3,1
298,2022-03-19,298,5,4
299,2019-08-03,299,3,4
300,2023-09-07,300,7,1
301,2023-10-23,301,5,3
302,2021-08-28,302,3,4
303,2019-10-23,303,2,3
304,2022-10-23,304,6,4
305,2019-05-21,305,7,1
306,2021-10-05,306,9,2
307,2020-04-21,307,1,3
308,2020-08-30,308,7,2
309,2023-09-01,309,9,2
310,2019-09-03,310,2,1
311,2019-01-16,311,8,1
312,2020-03-08,312,5,2
313,2023-10-27,313,10,4
314,2020-05-06,314,1,1
315,2023-12-04,315,2,4
316,2021-11-02,316,7,3
317,2019-01-31,317,5,4
318,2019-08-16,318,7,3
319,2021-05-30,319,10,4
320,2020-07-06,320,9,2
321,2022-12-20,321,5,3
322,2021-03-14,322,8,2
323,2023-03-18,323,1,3
324,2020-07-04,324,4,3
325,2019-04-24,325,4,3
326,2020-08-02,326,2,1
327,2018-12-15,327,8,3
328,2023-10-05,328,4,2
329,2022-06-21,329,5,4
330,2022-11-07,330,9,3
331,2019-07-31,331,3,2
332,2020-09-02,332,10,4
333,2023-01-20,333,5,3
334,2019-08-07,334,10,2
335,2019-11-10,335,6,2
336,2020-01-20,336,5,2
337,2022-03-29,337,9,2
338,2019-04-17,338,7,2
339,2020-02-28,339,3,2
340,2020-02-12,340,6,4
341,2019-10-31,341,5,3
342,2020-09-10,342,1,3
343,2020-03-13,343,6,4
344,2019-11-27,344,5,1
345,2022-10-24,345,6,3
346,2022-04-23,346,8,1
347,2022-11-08,347,8,2
348,2020-01-01,348,8,4
349,2019-04-28,349,1,4
350,2019-11-25,350,3,3
351,2019-09-11,351,3,1
352,2019-10-20,352,7,1
353,2019-10-24,353,10,1
354,2022-02-23,354,4,3
355,2022-05-03,355,9,1
356,2019-09-12,356,7,2
357,2020-01-14,357,10,4
358,2020-05-21,358,9,4
359,2019-04-01,359,5,1
360,2019-11-27,360,5,4
361,2019-02-20,361,8,3
362,2022-09-12,362,9,4
363,2020-01-10,363,6,1
364,2021-10-03,364,6,2
365,2023-05-29,365,7,3
366,2022-07-24,366,6,3
367,2021-01-03,367,8,3
368,2020-07-05,368,2,1
369,2020-09-13,369,4,1
370,2019-03-07,370,7,1
371,2021-04-22,371,10,4
372,2023-09-20,372,6,1
373,2020-06-20,373,7,2
374,2022-08-03,374,1,3
375,2022-02-18,375,7,2
376,2021-09-27,376,10,4
377,2020-09-15,377,9,3
378,2023-06-07,378,6,4
379,2019-01-04,379,3,4
380,2020-06-15,380,10,4
381,2022-09-23,381,4,3
382,2021-06-15,382,3,1
383,2023-05-08,383,2,2
384,2019-09-20,384,10,1
385,2020-02-06,385,2,4
386,2021-04-24,386,4,4
387,2020-05-30,387,7,4
388,2019-08-31,388,3,1
389,2019-09-10,389,6,2
390,2021-05-04,390,7,1
391,2019-02-02,391,2,2
392,2023-08-19,392,7,1
393,2022-03-05,393,8,2
394,2023-05-13,394,9,1
395,2020-02-05,395,7,4
396,2021-09-29,396,2,2
397,2018-12-05,397,7,3
398,2023-10-18,398,8,4
399,2021-08-04,399,6,4
400,2020-01-08,400,3,4
401,2020-02-08,401,5,2
402,2021-04-15,402,6,2
403,2022-01-22,403,2,2
404,2019-11-27,404,8,1
405,2019-01-18,405,3,3
406,2020-06-17,406,3,2
407,2022-01-13,407,6,4
408,2021-11-17,408,7,4
409,2022-03-03,409,4,4
410,2019-06-05,410,9,3
411,2018-11-11,411,9,4
412,2020-09-15,412,4,4
413,2023-10-01,413,4,4
414,2021-11-06,414,8,4
415,2019-11-24,415,10,1
416,2023-10-10,416,5,1
417,2023-01-21,417,4,2
418,2018-12-19,418,3,2
419,2019-09-22,419,1,1
420,2020-11-16,420,2,2
421,2022-10-07,421,4,3
422,2019-10-22,422,6,2
423,2020-02-19,423,4,1
424,2021-03-01,424,1,2
425,2020-07-14,425,9,1
426,2022-06-05,426,3,3
427,2021-12-05,427,5,4
428,2023-07-26,428,10,2
429,2021-08-16,429,6,4
430,2023-06-15,430,9,1
431,2022-01-09,431,6,4
432,2022-03-11,432,5,2
433,2021-06-26,433,3,2
434,2019-12-09,434,10,2
435,2020-08-20,435,7,2
436,2019-02-23,436,5,4
437,2021-01-21,437,2,3
438,2019-06-27,438,5,2
439,2020-03-23,439,4,4
440,2019-02-25,440,2,3
441,2020-02-11,441,2,2
442,2022-12-13,442,8,1
443,2019-05-01,443,10,3
444,2022-07-07,444,1,1
445,2019-11-27,445,1,4
446,2021-11-21,446,2,3
447,2020-04-11,447,6,1
448,2022-11-16,448,2,2
449,2020-11-13,449,1,1
450,2023-08-18,450,8,2
451,2023-01-28,451,5,2
452,2021-03-08,452,1,1
453,2019-05-12,453,7,3
454,2020-03-21,454,1,4
455,2019-05-21,455,2,4
456,2022-08-30,456,10,4
457,2019-07-14,457,8,1
458,2022-06-19,458,3,2
459,2022-07-19,459,3,2
460,2019-01-31,460,3,3
461,2022-05-14,461,7,1
462,2020-10-03,462,8,4
463,2019-12-14,463,10,4
464,2019-11-16,464,4,2
465,2021-03-26,465,3,3
466,2023-05-22,466,1,3
467,2019-10-30,467,6,4
468,2021-10-23,468,8,1
469,2021-08-01,469,2,4
470,2021-02-16,470,10,4
471,2020-03-14,471,4,1
472,2018-12-26,472,6,2
473,2020-10-01,473,1,1
474,2021-04-17,474,2,3
475,2019-02-20,475,6,1
476,2020-12-29,476,7,4
477,2019-05-23,477,10,2
478,2019-11-23,478,9,3
479,2019-01-21,479,2,1
480,2021-12-01,480,3,2
481,2022-04-30,481,5,2
482,2023-01-16,482,3,1
483,2023-08-19,483,7,2
484,2022-09-25,484,9,3
485,2021-12-31,485,10,3
486,2022-06-17,486,3,1
487,2021-06-28,487,1,2
488,2019-05-17,488,7,1
489,2022-01-01,489,5,2
490,2022-09-05,490,9,3
491,2021-10-12,491,9,3
492,2021-12-25,492,5,2
493,2021-03-22,493,3,2
494,2022-06-04,494,9,4
495,2020-05-17,495,5,1
496,2020-11-22,496,5,3
497,2020-12-16,497,2,3
498,2023-01-01,498,9,1
499,2019-10-15,499,9,4
500,2020-01-29,500,8,3
501,2021-01-03,501,1,1
502,2022-09-30,502,8,1
503,2022-07-03,503,3,2
504,2018-11-04,504,7,2
505,2019-11-07,505,5,1
506,2019-03-31,506,9,1
507,2023-08-07,507,4,1
508,2019-06-10,508,1,1
509,2019-12-05,509,6,4
510,2023-04-11,510,4,2
511,2019-12-01,511,5,3
512,2019-03-27,512,3,3
513,2020-08-03,513,2,4
514,2019-02-07,514,1,1
515,2022-05-24,515,9,2
516,2023-08-01,516,7,1
517,2020-11-06,517,2,2
518,2019-09-23,518,5,1
519,2022-09-08,519,3,1
520,2022-04-01,520,4,2
521,2021-03-09,521,3,4
522,2019-08-05,522,8,3
523,2023-01-12,523,9,1
524,2020-04-11,524,4,4
525,2022-05-27,525,9,1
526,2023-04-16,526,10,1
527,2019-03-31,527,7,3
528,2023-07-22,528,6,2
529,2018-12-13,529,7,2
530,2023-04-26,530,1,2
531,2019-09-18,531,8,3
532,2021-12-16,532,1,2
533,2022-09-05,533,6,2
534,2019-10-21,534,4,2
535,2020-02-27,535,1,2
536,2019-02-13,536,5,1
537,2019-09-22,537,5,3
538,2021-09-19,538,5,3
539,2019-05-31,539,5,4
540,2022-10-27,540,4,1
541,2019-08-22,541,3,2
542,2020-07-10,542,10,4
543,2023-02-21,543,3,3
544,2019-04-05,544,2,3
545,2022-05-10,545,3,3
546,2022-10-09,546,6,1
547,2019-09-04,547,6,2
548,2020-12-01,548,6,3
549,2019-05-20,549,2,1
550,2022-11-08,550,1,1
551,2020-11-02,551,4,3
552,2021-10-02,552,1,3
553,2019-08-11,553,3,1
554,2019-04-02,554,8,4
555,2021-04-28,555,2,4
556,2021-12-16,556,7,4
557,2023-04-29,557,6,1
558,2021-03-26,558,3,2
559,2023-02-02,559,6,1
560,2021-05-13,560,3,4
561,2020-07-14,561,2,3
562,2022-04-15,562,2,2
563,2020-05-24,563,5,2
564,2019-11-24,564,9,4
565,2020-08-01,565,2,3
566,2019-02-15,566,5,1
567,2018-12-16,567,2,1
568,2023-09-21,568,1,2
569,2022-08-10,569,9,3
570,2020-06-08,570,7,4
571,2021-11-13,571,6,4
572,2023-05-16,572,8,4
573,2023-05-25,573,9,3
574,2021-10-29,574,9,2
575,2022-08-28,575,8,2
576,2022-07-07,576,3,3
577,2022-08-02,577,5,1
578,2020-12-15,578,5,2
579,2023-02-06,579,2,2
580,2019-02-17,580,1,3
581,2020-08-16,581,10,4
582,2019-11-27,582,7,4
583,2023-09-02,583,1,1
584,2018-12-20,584,8,2
585,2021-09-10,585,3,4
586,2020-07-24,586,8,2
587,2020-07-24,587,6,4
588,2022-04-09,588,8,1
589,2020-03-06,589,6,4
590,2022-07-25,590,4,1
591,2020-12-18,591,2,4
592,2022-08-22,592,6,2
593,2022-04-01,593,2,3
594,2022-08-23,594,8,3
595,2020-02-12,595,4,1
596,2019-08-06,596,2,2
597,2021-12-09,597,3,3
598,2023-11-15,598,9,3
599,2019-05-22,599,6,2
600,2023-04-08,600,9,3
601,2020-12-14,601,4,1
602,2020-01-21,602,2,1
603,2022-12-09,603,5,3
604,2018-12-26,604,9,3
605,2019-03-03,605,3,1
606,2019-04-18,606,7,4
607,2021-03-05,607,4,3
608,2022-04-11,608,8,3
609,2022-06-15,609,5,3
610,2022-07-11,610,5,2
611,2019-08-27,611,8,4
612,2021-06-28,612,8,2
613,2021-09-10,613,2,2
614,2019-01-09,614,7,1
615,2019-05-25,615,1,1
616,2019-11-16,616,10,3
617,2019-03-29,617,2,2
618,2022-09-26,618,3,3
619,2022-12-22,619,6,4
620,2022-10-26,620,5,2
621,2019-11-17,621,8,1
622,2021-01-18,622,6,4
623,2019-03-01,623,8,1
624,2019-01-05,624,9,4
625,2021-01-28,625,5,4
626,2023-10-12,626,7,1
627,2020-12-07,627,6,1
628,2023-06-11,628,8,3
629,2023-08-07,629,6,3
630,2019-05-29,630,9,4
631,2023-09-08,631,5,2
632,2021-03-21,632,3,4
633,2023-09-15,633,10,4
634,2018-12-09,634,2,2
635,2021-07-21,635,9,1
636,2020-12-24,636,2,4
637,2019-05-22,637,1,2
638,2021-07-14,638,1,4
639,2020-05-25,639,10,3
640,2019-04-12,640,9,1
641,2021-01-04,641,2,2
642,2023-02-25,642,10,3
643,2019-02-24,643,4,2
644,2021-06-02,644,3,2
645,2023-01-11,645,1,1
646,2022-03-20,646,5,3
647,2023-04-25,647,8,4
648,2023-01-06,648,3,4
649,2020-10-20,649,8,3
650,2019-05-18,650,8,3
651,2020-07-28,651,5,3
652,2022-11-14,652,6,4
653,2022-08-08,653,8,2
654,2019-12-15,654,2,3
655,2022-05-23,655,8,3
656,2022-02-02,656,4,1
657,2023-08-25,657,2,2
658,2021-05-13,658,10,2
659,2019-10-17,659,10,1
660,2022-05-27,660,3,3
661,2022-01-27,661,4,4
662,2019-09-06,662,8,2
663,2020-02-28,663,4,2
664,2020-10-05,664,3,3
665,2022-12-25,665,2,2
666,2021-03-30,666,10,1
667,2019-04-30,667,3,2
668,2022-12-19,668,2,2
669,2023-01-04,669,7,2
670,2023-09-04,670,2,4
671,2021-01-25,671,4,1
672,2020-12-08,672,4,3
673,2020-11-10,673,10,4
674,2020-05-07,674,9,1
675,2021-08-15,675,9,2
676,2022-07-26,676,1,2
677,2020-06-08,677,3,4
678,2020-09-20,678,9,4
679,2023-04-25,679,6,3
680,2021-05-08,680,1,1
681,2023-10-17,681,10,1
682,2023-09-13,682,9,2
683,2019-11-19,683,1,2
684,2022-09-18,684,4,3
685,2018-12-27,685,4,2
686,2019-06-14,686,6,3
687,2021-02-01,687,1,1
688,2020-03-24,688,2,4
689,2022-07-21,689,8,1
690,2020-01-22,690,6,1
691,2019-01-08,691,1,2
692,2020-09-01,692,6,1
693,2022-11-06,693,7,1
694,2019-04-19,694,4,4
695,2023-04-20,695,5,4
696,2022-10-09,696,4,1
697,2023-06-27,697,7,4
698,2020-05-16,698,4,2
699,2019-09-14,699,4,4
700,2019-07-28,700,4,3
701,2022-05-21,701,9,4
702,2019-05-17,702,6,1
703,2020-03-16,703,9,4
704,2019-02-08,704,8,3
705,2021-02-10,705,5,4
706,2019-09-20,706,6,4
707,2023-06-27,707,7,1
708,2019-07-27,708,6,1
709,2020-11-04,709,8,4
710,2021-12-26,710,6,4
711,2023-09-04,711,10,4
712,2023-03-16,712,2,2
713,2023-03-15,713,9,2
714,2023-11-15,714,4,1
715,2022-09-06,715,8,3
716,2020-02-15,716,8,2
717,2019-11-19,717,7,3
718,2019-08-17,718,2,1
719,2022-09-15,719,8,1
720,2019-01-11,720,2,3
721,2023-06-30,721,7,1
722,2023-03-14,722,3,4
723,2023-11-24,723,3,2
724,2021-05-25,724,1,1
725,2023-02-25,725,1,1
726,2019-02-23,726,2,1
727,2019-06-16,727,5,2
728,2023-07-26,728,2,2
729,2022-04-24,729,8,2
730,2021-01-14,730,9,4
731,2021-06-09,731,5,3
732,2023-06-12,732,6,3
733,2019-12-22,733,10,3
734,2020-04-13,734,3,4
735,2019-10-27,735,10,2
736,2022-08-25,736,2,4
737,2021-10-29,737,1,1
738,2023-04-23,738,8,4
739,2023-03-07,739,8,2
740,2020-11-14,740,3,1
741,2023-09-03,741,10,2
742,2022-08-30,742,2,2
743,2023-03-09,743,7,4
744,2022-01-14,744,2,1
745,2022-07-23,745,7,1
746,2019-01-08,746,9,1
747,2023-06-07,747,4,2
748,2020-04-23,748,8,2
749,2019-05-10,749,4,1
750,2019-01-08,750,5,2
751,2021-01-03,751,10,4
752,2023-07-02,752,6,3
753,2019-03-18,753,6,3
754,2022-05-15,754,10,2
755,2022-12-08,755,8,4
756,2021-08-20,756,7,2
757,2022-11-10,757,4,2
758,2019-09-13,758,2,2
759,2020-06-08,759,7,2
760,2020-06-03,760,8,4
761,2022-02-26,761,6,4
762,2023-08-11,762,3,4
763,2019-07-15,763,6,4
764,2021-06-13,764,9,4
765,2022-04-01,765,3,4
766,2019-08-23,766,1,1
767,2019-08-18,767,5,1
768,2020-04-09,768,4,2
769,2023-04-04,769,6,4
770,2023-02-23,770,5,4
771,2021-02-16,771,8,4
772,2020-03-22,772,5,1
773,2022-07-09,773,10,2
774,2023-08-03,774,4,3
775,2023-02-19,775,9,1
776,2020-02-16,776,2,2
777,2022-10-26,777,2,1
778,2022-04-01,778,3,4
779,2023-09-24,779,8,2
780,2022-12-19,780,9,2
781,2019-04-21,781,3,2
782,2021-02-11,782,10,4
783,2019-04-20,783,10,3
784,2021-11-20,784,7,3
785,2020-11-13,785,6,1
786,2019-12-01,786,5,4
787,2021-02-17,787,4,4
788,2019-09-07,788,6,2
789,2023-10-18,789,3,3
790,2022-06-11,790,3,3
791,2019-10-13,791,7,2
792,2021-12-12,792,10,3
793,2022-06-11,793,7,1
794,2019-03-21,794,8,1
795,2023-02-19,795,10,3
796,2023-07-02,796,1,3
797,2020-12-21,797,5,4
798,2020-05-15,798,5,4
799,2023-01-01,799,5,1
800,2021-03-22,800,10,1
801,2023-07-19,801,4,2
802,2023-08-04,802,4,1
803,2020-09-25,803,4,4
804,2021-09-16,804,5,2
805,2022-01-07,805,10,2
806,2021-11-22,806,10,1
807,2019-09-28,807,4,1
808,2022-10-26,808,3,4
809,2023-10-23,809,5,2
810,2022-03-20,810,3,4
811,2020-06-15,811,3,4
812,2021-05-16,812,9,1
813,2019-03-14,813,4,2
814,2022-05-29,814,6,4
815,2021-04-19,815,6,3
816,2022-02-18,816,9,4
817,2022-02-19,817,2,2
818,2023-06-26,818,1,1
819,2021-01-07,819,8,1
820,2021-02-28,820,2,3
821,2022-06-19,821,5,1
822,2019-02-03,822,9,3
823,2021-03-07,823,10,1
824,2022-09-11,824,8,3
825,2023-03-02,825,7,3
826,2021-06-17,826,2,2
827,2020-02-06,827,1,1
828,2019-05-12,828,5,1
829,2022-09-03,829,1,3
830,2019-01-09,830,3,2
831,2020-02-22,831,9,3
832,2023-09-14,832,7,1
833,2021-10-01,833,10,1
834,2019-09-02,834,7,1
835,2022-03-02,835,7,1
836,2020-01-13,836,1,1
837,2020-04-08,837,2,4
838,2021-12-06,838,4,2
839,2023-09-24,839,1,4
840,2020-11-14,840,10,2
841,2022-05-16,841,1,1
842,2021-03-16,842,1,3
843,2023-06-17,843,1,4
844,2023-06-22,844,10,2
845,2019-12-25,845,8,3
846,2018-11-10,846,9,2
847,2023-02-21,847,9,3
848,2023-10-11,848,5,1
849,2020-09-07,849,3,1
850,2021-02-23,850,3,1
851,2023-06-21,851,9,3
852,2022-05-03,852,1,3
853,2023-06-01,853,7,1
854,2023-02-24,854,2,1
855,2020-10-23,855,5,2
856,2019-03-20,856,9,2
857,2022-08-19,857,2,4
858,2020-02-07,858,8,2
859,2021-02-18,859,6,3
860,2022-03-03,860,5,2
861,2022-12-20,861,3,3
862,2020-02-15,862,3,2
863,2023-04-13,863,4,1
864,2022-08-26,864,4,4
865,2023-10-25,865,2,2
866,2019-07-06,866,5,1
867,2022-06-30,867,5,2
868,2019-01-02,868,10,4
869,2019-06-09,869,4,3
870,2019-08-26,870,7,2
871,2021-05-29,871,9,1
872,2019-06-26,872,5,2
873,2020-09-27,873,10,4
874,2019-10-23,874,8,4
875,2023-11-09,875,9,3
876,2020-12-01,876,7,1
877,2021-12-13,877,3,3
878,2020-04-19,878,5,2
879,2020-07-20,879,8,3
880,2022-04-29,880,1,2
881,2019-10-23,881,1,2
882,2020-10-31,882,9,1
883,2020-08-16,883,2,2
884,2022-12-02,884,10,2
885,2022-05-25,885,2,2
886,2018-12-08,886,8,1
887,2021-10-02,887,3,2
888,2020-06-30,888,4,4
889,2020-12-11,889,4,2
890,2019-03-15,890,3,1
891,2021-01-21,891,5,1
892,2021-07-14,892,5,1
893,2023-08-06,893,10,1
894,2023-04-05,894,7,1
895,2019-08-20,895,7,4
896,2022-04-04,896,8,1
897,2021-09-29,897,4,1
898,2019-01-19,898,8,4
899,2020-03-22,899,9,1
900,2021-12-21,900,7,1
901,2021-04-15,901,4,3
902,2021-06-05,902,4,1
903,2023-02-05,903,4,4
904,2020-01-16,904,1,2
905,2021-02-19,905,9,1
906,2019-12-08,906,9,1
907,2019-10-03,907,4,2
908,2022-06-24,908,9,4
909,2021-07-10,909,5,4
910,2019-01-27,910,10,4
911,2020-06-22,911,8,3
912,2021-04-05,912,9,2
913,2021-04-02,913,5,2
914,2019-02-20,914,9,2
915,2023-08-31,915,8,1
916,2022-06-04,916,8,3
917,2022-04-14,917,7,2
918,2019-05-07,918,10,4
919,2022-12-07,919,8,3
920,2023-01-04,920,9,3
921,2019-06-19,921,2,4
922,2023-03-28,922,9,1
923,2019-12-17,923,2,4
924,2021-02-02,924,3,2
925,2023-06-15,925,1,4
926,2023-09-04,926,9,1
